location_id,building_type,indoor,distance_to_store,weekend,club_activity_day,days_observed,model_name,predicted_probability,install_camera_threshold_0_2,install_camera,risk_segment,expected_benefit_e1
loc_0885,gym,1,384.0,0.28493150684931506,0.2054794520547945,365,Logistic Regression,0.5376798930675991,1,1,High,3376.798930675991
loc_0694,gym,1,381.0,0.28493150684931506,0.1917808219178082,365,Logistic Regression,0.537667070999375,1,1,High,3376.6707099937503
loc_0174,gym,1,380.0,0.28493150684931506,0.2136986301369863,365,Logistic Regression,0.5376525704609673,1,1,High,3376.525704609672
loc_0222,gym,1,375.0,0.28493150684931506,0.19726027397260273,365,Logistic Regression,0.5376287316553331,1,1,High,3376.287316553331
loc_0313,gym,1,373.0,0.28493150684931506,0.18082191780821918,365,Logistic Regression,0.5376230046184591,1,1,High,3376.2300461845916
loc_0738,gym,1,368.0,0.28493150684931506,0.1643835616438356,365,Logistic Regression,0.5375991655994611,1,1,High,3375.9916559946105
loc_0897,gym,1,367.0,0.28493150684931506,0.1863013698630137,365,Logistic Regression,0.5375846647629705,1,1,High,3375.8466476297053
loc_0405,gym,1,362.0,0.28493150684931506,0.18082191780821918,365,Logistic Regression,0.5375565936837378,1,1,High,3375.565936837377
loc_0045,gym,1,363.0,0.28493150684931506,0.20821917808219179,365,Logistic Regression,0.5375520516326648,1,1,High,3375.5205163266482
loc_0715,gym,1,353.0,0.28493150684931506,0.20273972602739726,365,Logistic Regression,0.5374937927503972,1,1,High,3374.937927503972
loc_0368,gym,1,352.0,0.28493150684931506,0.19726027397260273,365,Logistic Regression,0.537489871148667,1,1,High,3374.8987114866695
loc_0546,gym,1,353.0,0.28493150684931506,0.2219178082191781,365,Logistic Regression,0.5374863869753272,1,1,High,3374.8638697532724
loc_0894,gym,1,351.0,0.28493150684931506,0.19726027397260273,365,Logistic Regression,0.5374838336032466,1,1,High,3374.838336032466
loc_0916,gym,1,347.0,0.28493150684931506,0.18082191780821918,365,Logistic Regression,0.5374660311709791,1,1,High,3374.660311709791
loc_0777,gym,1,347.0,0.28493150684931506,0.2136986301369863,365,Logistic Regression,0.5374533354401883,1,1,High,3374.533354401882
loc_0590,gym,1,347.0,0.28493150684931506,0.2219178082191781,365,Logistic Regression,0.5374501614999013,1,1,High,3374.5016149990133
loc_0680,gym,1,342.0,0.28493150684931506,0.18904109589041096,365,Logistic Regression,0.5374326691600476,1,1,High,3374.326691600476
loc_0816,gym,1,343.0,0.28493150684931506,0.23835616438356164,365,Logistic Regression,0.5374196630274193,1,1,High,3374.196630274193
loc_0186,gym,1,337.0,0.28493150684931506,0.20273972602739726,365,Logistic Regression,0.5373971908196509,1,1,High,3373.9719081965086
loc_0034,gym,1,337.0,0.28493150684931506,0.20273972602739726,365,Logistic Regression,0.5373971908196509,1,1,High,3373.9719081965086
loc_0935,gym,1,336.0,0.28493150684931506,0.21095890410958903,365,Logistic Regression,0.5373879791059766,1,1,High,3373.879791059766
loc_0193,gym,1,331.0,0.28493150684931506,0.18904109589041096,365,Logistic Regression,0.5373662544121727,1,1,High,3373.6625441217266
loc_0565,gym,1,330.0,0.28493150684931506,0.1863013698630137,365,Logistic Regression,0.5373612746511037,1,1,High,3373.6127465110376
loc_0291,gym,1,327.0,0.28493150684931506,0.2054794520547945,365,Logistic Regression,0.5373357551698519,1,1,High,3373.3575516985184
loc_0393,gym,1,309.0,0.28493150684931506,0.2191780821917808,365,Logistic Regression,0.5372217823761157,1,1,High,3372.217823761157
loc_0310,gym,1,306.0,0.28493150684931506,0.18082191780821918,365,Logistic Regression,0.5372184810398624,1,1,High,3372.184810398624
loc_0880,gym,1,301.0,0.28493150684931506,0.2054794520547945,365,Logistic Regression,0.5371787681541409,1,1,High,3371.7876815414093
loc_0417,gym,1,300.0,0.28493150684931506,0.20273972602739726,365,Logistic Regression,0.5371737881131351,1,1,High,3371.737881131351
loc_0336,gym,1,296.0,0.28493150684931506,0.21643835616438356,365,Logistic Regression,0.5371443451893346,1,1,High,3371.4434518933467
loc_0426,gym,1,294.0,0.28493150684931506,0.2054794520547945,365,Logistic Regression,0.5371365011584249,1,1,High,3371.3650115842493
loc_0522,gym,1,287.0,0.28493150684931506,0.16986301369863013,365,Logistic Regression,0.5371079888165071,1,1,High,3371.0798881650708
loc_0475,gym,1,285.0,0.28493150684931506,0.20273972602739726,365,Logistic Regression,0.537083215191246,1,1,High,3370.83215191246
loc_0009,gym,1,284.0,0.28493150684931506,0.2219178082191781,365,Logistic Regression,0.5370697702088798,1,1,High,3370.697702088798
loc_0516,gym,1,280.0,0.28493150684931506,0.1917808219178082,365,Logistic Regression,0.5370572560965856,1,1,High,3370.5725609658557
loc_0052,gym,1,284.0,0.28493150684931506,0.2547945205479452,365,Logistic Regression,0.5370570729699711,1,1,High,3370.5707296997107
loc_0653,gym,1,280.0,0.28493150684931506,0.2136986301369863,365,Logistic Regression,0.5370487912444082,1,1,High,3370.487912444082
loc_0739,gym,1,277.0,0.28493150684931506,0.1726027397260274,365,Logistic Regression,0.5370465478462838,1,1,High,3370.4654784628383
loc_0118,gym,1,272.0,0.28493150684931506,0.2,365,Logistic Regression,0.5370057748007889,1,1,High,3370.057748007889
loc_0663,gym,1,270.0,0.28493150684931506,0.19726027397260273,365,Logistic Regression,0.5369947560725812,1,1,High,3369.947560725812
loc_0984,gym,1,266.0,0.28493150684931506,0.20273972602739726,365,Logistic Regression,0.5369684859778341,1,1,High,3369.684859778341
loc_0974,gym,1,266.0,0.28493150684931506,0.20273972602739726,365,Logistic Regression,0.5369684859778341,1,1,High,3369.684859778341
loc_0701,gym,1,262.0,0.28493150684931506,0.1917808219178082,365,Logistic Regression,0.5369485645203729,1,1,High,3369.4856452037284
loc_0138,gym,1,260.0,0.28493150684931506,0.2136986301369863,365,Logistic Regression,0.5369280223052504,1,1,High,3369.280223052504
loc_0531,gym,1,255.0,0.28493150684931506,0.1863013698630137,365,Logistic Regression,0.5369084109299779,1,1,High,3369.084109299779
loc_0621,gym,1,254.0,0.28493150684931506,0.20273972602739726,365,Logistic Regression,0.5368960234043971,1,1,High,3368.9602340439715
loc_0177,gym,1,254.0,0.28493150684931506,0.2273972602739726,365,Logistic Regression,0.5368864999875509,1,1,High,3368.864999875509
loc_0545,gym,1,247.0,0.28493150684931506,0.17534246575342466,365,Logistic Regression,0.5368643345254175,1,1,High,3368.643345254175
loc_0194,gym,1,241.0,0.28493150684931506,0.18356164383561643,365,Logistic Regression,0.5368249277804523,1,1,High,3368.2492778045234
loc_0584,gym,1,234.0,0.28493150684931506,0.16986301369863013,365,Logistic Regression,0.5367879472887933,1,1,High,3367.879472887933
loc_0306,gym,1,227.0,0.28493150684931506,0.16986301369863013,365,Logistic Regression,0.5367456753813408,1,1,High,3367.456753813408
loc_0523,gym,1,223.0,0.28493150684931506,0.18082191780821918,365,Logistic Regression,0.5367172869234232,1,1,High,3367.172869234232
loc_0532,gym,1,217.0,0.28493150684931506,0.18356164383561643,365,Logistic Regression,0.5366799949123433,1,1,High,3366.799949123433
loc_0852,gym,1,219.0,0.28493150684931506,0.2328767123287671,365,Logistic Regression,0.5366730248783842,1,1,High,3366.7302487838424
loc_0357,gym,1,211.0,0.28493150684931506,0.19452054794520549,365,Logistic Regression,0.5366395277838418,1,1,High,3366.395277838418
loc_0039,gym,1,212.0,0.28493150684931506,0.23013698630136986,365,Logistic Regression,0.536631809775272,1,1,High,3366.31809775272
loc_0708,gym,1,199.0,0.28493150684931506,0.18356164383561643,365,Logistic Regression,0.5365712911928405,1,1,High,3365.7129119284054
loc_0773,gym,1,197.0,0.28493150684931506,0.2136986301369863,365,Logistic Regression,0.5365475718936679,1,1,High,3365.4757189366783
loc_0927,gym,1,188.0,0.28493150684931506,0.21643835616438356,365,Logistic Regression,0.5364921600691135,1,1,High,3364.9216006911347
loc_0539,gym,1,186.0,0.28493150684931506,0.1863013698630137,365,Logistic Regression,0.5364917225066622,1,1,High,3364.9172250666224
loc_0175,gym,1,178.0,0.28493150684931506,0.2,365,Logistic Regression,0.5364381160072187,1,1,High,3364.3811600721865
loc_0404,gym,1,176.0,0.28493150684931506,0.1863013698630137,365,Logistic Regression,0.5364313286380531,1,1,High,3364.3132863805313
loc_0630,gym,1,174.0,0.28493150684931506,0.18904109589041096,365,Logistic Regression,0.5364181914311703,1,1,High,3364.1819143117027
loc_0425,gym,1,169.0,0.28493150684931506,0.19726027397260273,365,Logistic Regression,0.5363848190352045,1,1,High,3363.848190352045
loc_0209,gym,1,166.0,0.28493150684931506,0.1863013698630137,365,Logistic Regression,0.5363709337007087,1,1,High,3363.709337007086
loc_0486,gym,1,158.0,0.28493150684931506,0.2054794520547945,365,Logistic Regression,0.536315208632252,1,1,High,3363.1520863225205
loc_0383,gym,1,155.0,0.28493150684931506,0.1917808219178082,365,Logistic Regression,0.5363023813562624,1,1,High,3363.023813562624
loc_0411,gym,1,155.0,0.28493150684931506,0.24383561643835616,365,Logistic Regression,0.5362822728208674,1,1,High,3362.8227282086737
loc_0643,gym,1,144.0,0.28493150684931506,0.15616438356164383,365,Logistic Regression,0.5362497030333958,1,1,High,3362.497030333958
loc_0505,gym,1,144.0,0.28493150684931506,0.16986301369863013,365,Logistic Regression,0.5362444112436773,1,1,High,3362.444112436773
loc_0633,gym,1,145.0,0.28493150684931506,0.21095890410958903,365,Logistic Regression,0.5362345756184256,1,1,High,3362.345756184256
loc_0792,gym,1,142.0,0.28493150684931506,0.2219178082191781,365,Logistic Regression,0.5362122227357858,1,1,High,3362.1222273578587
loc_0700,gym,1,126.0,0.28493150684931506,0.1863013698630137,365,Logistic Regression,0.5361293432990362,1,1,High,3361.293432990362
loc_0566,gym,1,115.0,0.28493150684931506,0.2191780821917808,365,Logistic Regression,0.5360502019618416,1,1,High,3360.502019618416
loc_0198,gym,1,110.0,0.28493150684931506,0.18904109589041096,365,Logistic Regression,0.5360316439593754,1,1,High,3360.316439593754
loc_0661,gym,1,95.0,0.28493150684931506,0.16986301369863013,365,Logistic Regression,0.5359484497709579,1,1,High,3359.484497709579
loc_0116,gym,1,89.0,0.28493150684931506,0.20821917808219179,365,Logistic Regression,0.5358973893636494,1,1,High,3358.973893636494
loc_0197,gym,1,86.0,0.28493150684931506,0.1780821917808219,365,Logistic Regression,0.5358909113411504,1,1,High,3358.909113411504
loc_0875,gym,1,87.0,0.28493150684931506,0.22465753424657534,365,Logistic Regression,0.5358789577662898,1,1,High,3358.7895776628984
loc_0387,gym,1,84.0,0.28493150684931506,0.1780821917808219,365,Logistic Regression,0.5358788305409862,1,1,High,3358.788305409862
loc_0133,gym,1,85.0,0.28493150684931506,0.21643835616438356,365,Logistic Regression,0.5358700523468727,1,1,High,3358.7005234687267
loc_0970,gym,1,83.0,0.28493150684931506,0.2219178082191781,365,Logistic Regression,0.5358558545186862,1,1,High,3358.558545186862
loc_0178,gym,1,79.0,0.28493150684931506,0.2136986301369863,365,Logistic Regression,0.5358348680866072,1,1,High,3358.348680866072
loc_0844,gym,1,75.0,0.28493150684931506,0.19452054794520549,365,Logistic Regression,0.5358181154881864,1,1,High,3358.181154881863
loc_0588,gym,1,70.0,0.28493150684931506,0.22465753424657534,365,Logistic Regression,0.535776269269969,1,1,High,3357.76269269969
loc_0843,gym,1,64.0,0.28493150684931506,0.19726027397260273,365,Logistic Regression,0.5357506106632078,1,1,High,3357.5061066320786
loc_0063,gym,1,63.0,0.28493150684931506,0.20273972602739726,365,Logistic Regression,0.535742452999859,1,1,High,3357.4245299985905
loc_0948,gym,1,53.0,0.28493150684931506,0.18904109589041096,365,Logistic Regression,0.5356873386479626,1,1,High,3356.873386479626
loc_0088,gym,1,41.0,0.28493150684931506,0.1780821917808219,365,Logistic Regression,0.5356190831758083,1,1,High,3356.190831758083
loc_0155,gym,1,44.0,0.28493150684931506,0.23013698630136986,365,Logistic Regression,0.5356170933100309,1,1,High,3356.1709331003094
loc_0612,gym,1,37.0,0.28493150684931506,0.2136986301369863,365,Logistic Regression,0.535581158373217,1,1,High,3355.8115837321693
loc_0982,gym,1,29.0,0.28493150684931506,0.18356164383561643,365,Logistic Regression,0.5355444749394584,1,1,High,3355.4447493945845
loc_0631,gym,1,25.0,0.28493150684931506,0.21643835616438356,365,Logistic Regression,0.5355076079116721,1,1,High,3355.0760791167204
loc_0227,gym,1,20.0,0.28493150684931506,0.2136986301369863,365,Logistic Regression,0.5354784611031155,1,1,High,3354.784611031155
loc_0731,gym,1,11.0,0.28493150684931506,0.2136986301369863,365,Logistic Regression,0.5354240907415221,1,1,High,3354.240907415221
loc_0081,classroom,1,483.0,0.28493150684931506,0.1589041095890411,365,Logistic Regression,0.534558849062011,1,1,High,3345.58849062011
loc_0302,classroom,1,480.0,0.28493150684931506,0.2054794520547945,365,Logistic Regression,0.5345227201414323,1,1,High,3345.2272014143227
loc_0876,classroom,1,479.0,0.28493150684931506,0.19452054794520549,365,Logistic Regression,0.5345209129207935,1,1,High,3345.209129207935
loc_0113,classroom,1,475.0,0.28493150684931506,0.2356164383561644,365,Logistic Regression,0.5344808586016913,1,1,High,3344.808586016912
loc_0986,classroom,1,466.0,0.28493150684931506,0.1589041095890411,365,Logistic Regression,0.5344561222298035,1,1,High,3344.5612222980353
loc_0958,classroom,1,468.0,0.28493150684931506,0.20821917808219179,365,Logistic Regression,0.5344491477618418,1,1,High,3344.4914776184187
loc_0783,classroom,1,465.0,0.28493150684931506,0.2,365,Logistic Regression,0.5344341958698563,1,1,High,3344.341958698563
loc_0327,classroom,1,455.0,0.28493150684931506,0.16986301369863013,365,Logistic Regression,0.5343854147008584,1,1,High,3343.8541470085847
loc_0949,classroom,1,440.0,0.28493150684931506,0.17534246575342466,365,Logistic Regression,0.5342926512911089,1,1,High,3342.926512911089
loc_0693,classroom,1,442.0,0.28493150684931506,0.21643835616438356,365,Logistic Regression,0.5342888533468563,1,1,High,3342.888533468563
loc_0080,classroom,1,439.0,0.28493150684931506,0.2,365,Logistic Regression,0.5342770776419022,1,1,High,3342.7707764190227
loc_0814,classroom,1,433.0,0.28493150684931506,0.20821917808219179,365,Logistic Regression,0.534237641741537,1,1,High,3342.3764174153703
loc_0520,classroom,1,429.0,0.28493150684931506,0.1780821917808219,365,Logistic Regression,0.5342251174661677,1,1,High,3342.2511746616774
loc_0752,classroom,1,429.0,0.28493150684931506,0.1863013698630137,365,Logistic Regression,0.5342219405717165,1,1,High,3342.2194057171646
loc_0402,classroom,1,426.0,0.28493150684931506,0.18356164383561643,365,Logistic Regression,0.5342048698024473,1,1,High,3342.048698024473
loc_0472,classroom,1,425.0,0.28493150684931506,0.19726027397260273,365,Logistic Regression,0.5341935316736613,1,1,High,3341.9353167366135
loc_0480,classroom,1,425.0,0.28493150684931506,0.20821917808219179,365,Logistic Regression,0.5341892957769901,1,1,High,3341.892957769902
loc_0195,classroom,1,424.0,0.28493150684931506,0.2356164383561644,365,Logistic Regression,0.5341726627054108,1,1,High,3341.7266270541077
loc_0558,classroom,1,422.0,0.28493150684931506,0.22465753424657534,365,Logistic Regression,0.5341648119887465,1,1,High,3341.6481198874653
loc_0714,classroom,1,418.0,0.28493150684931506,0.1780821917808219,365,Logistic Regression,0.5341586413704233,1,1,High,3341.5864137042336
loc_0942,classroom,1,416.0,0.28493150684931506,0.18904109589041096,365,Logistic Regression,0.5341423187258205,1,1,High,3341.423187258205
loc_0815,classroom,1,408.0,0.28493150684931506,0.1780821917808219,365,Logistic Regression,0.5340982075032021,1,1,High,3340.9820750320214
loc_0967,classroom,1,406.0,0.28493150684931506,0.21095890410958903,365,Logistic Regression,0.5340734125303073,1,1,High,3340.7341253030727
loc_0595,classroom,1,403.0,0.28493150684931506,0.20273972602739726,365,Logistic Regression,0.534058459091489,1,1,High,3340.5845909148893
loc_0471,classroom,1,396.0,0.28493150684931506,0.2191780821917808,365,Logistic Regression,0.5340098001727073,1,1,High,3340.098001727073
loc_0341,classroom,1,382.0,0.28493150684931506,0.17534246575342466,365,Logistic Regression,0.5339421338149526,1,1,High,3339.4213381495256
loc_0370,classroom,1,382.0,0.28493150684931506,0.1917808219178082,365,Logistic Regression,0.5339357795307478,1,1,High,3339.357795307478
loc_0908,classroom,1,377.0,0.28493150684931506,0.2054794520547945,365,Logistic Regression,0.5339002655914743,1,1,High,3339.0026559147427
loc_0887,classroom,1,370.0,0.28493150684931506,0.2054794520547945,365,Logistic Regression,0.533857959001908,1,1,High,3338.5795900190806
loc_0403,classroom,1,369.0,0.28493150684931506,0.20821917808219179,365,Logistic Regression,0.5338508560909938,1,1,High,3338.508560909938
loc_0349,classroom,1,366.0,0.28493150684931506,0.18356164383561643,365,Logistic Regression,0.5338422562010163,1,1,High,3338.4225620101633
loc_0685,classroom,1,363.0,0.28493150684931506,0.21643835616438356,365,Logistic Regression,0.5338114155911698,1,1,High,3338.1141559116986
loc_0439,classroom,1,360.0,0.28493150684931506,0.18356164383561643,365,Logistic Regression,0.5338059928674592,1,1,High,3338.059928674592
loc_0161,classroom,1,358.0,0.28493150684931506,0.18356164383561643,365,Logistic Regression,0.5337939050101916,1,1,High,3337.939050101916
loc_0002,classroom,1,359.0,0.28493150684931506,0.2054794520547945,365,Logistic Regression,0.533791476234509,1,1,High,3337.91476234509
loc_0765,classroom,1,357.0,0.28493150684931506,0.1780821917808219,365,Logistic Regression,0.5337899792479023,1,1,High,3337.899792479023
loc_0092,classroom,1,351.0,0.28493150684931506,0.21643835616438356,365,Logistic Regression,0.533738887959333,1,1,High,3337.38887959333
loc_0250,classroom,1,343.0,0.28493150684931506,0.18356164383561643,365,Logistic Regression,0.5337032448167249,1,1,High,3337.0324481672496
loc_0592,classroom,1,344.0,0.28493150684931506,0.21643835616438356,365,Logistic Regression,0.5336965795152155,1,1,High,3336.965795152156
loc_0464,classroom,1,341.0,0.28493150684931506,0.22465753424657534,365,Logistic Regression,0.5336752698080875,1,1,High,3336.7526980808752
loc_0272,classroom,1,335.0,0.28493150684931506,0.1863013698630137,365,Logistic Regression,0.5336538326736214,1,1,High,3336.538326736214
loc_0487,classroom,1,334.0,0.28493150684931506,0.18904109589041096,365,Logistic Regression,0.533646729369406,1,1,High,3336.4672936940606
loc_0122,classroom,1,333.0,0.28493150684931506,0.1780821917808219,365,Logistic Regression,0.5336449217150324,1,1,High,3336.4492171503243
loc_0454,classroom,1,333.0,0.28493150684931506,0.1917808219178082,365,Logistic Regression,0.5336396260515471,1,1,High,3336.396260515471
loc_0954,classroom,1,329.0,0.28493150684931506,0.1589041095890411,365,Logistic Regression,0.5336281588703397,1,1,High,3336.2815887033967
loc_0033,classroom,1,314.0,0.28493150684931506,0.19726027397260273,365,Logistic Regression,0.53352266630448,1,1,High,3335.2266630447994
loc_0926,classroom,1,314.0,0.28493150684931506,0.23835616438356164,365,Logistic Regression,0.5335067787672004,1,1,High,3335.0677876720047
loc_0180,classroom,1,309.0,0.28493150684931506,0.1780821917808219,365,Logistic Regression,0.533499858492611,1,1,High,3334.9985849261093
loc_0187,classroom,1,292.0,0.28493150684931506,0.18356164383561643,365,Logistic Regression,0.5333949835417363,1,1,High,3333.949835417363
loc_0549,classroom,1,288.0,0.28493150684931506,0.1726027397260274,365,Logistic Regression,0.5333750419433235,1,1,High,3333.750419433235
loc_0192,classroom,1,282.0,0.28493150684931506,0.2191780821917808,365,Logistic Regression,0.5333207672658585,1,1,High,3333.2076726585856
loc_0123,classroom,1,274.0,0.28493150684931506,0.20821917808219179,365,Logistic Regression,0.5332766462245015,1,1,High,3332.7664622450156
loc_0772,office,1,498.0,0.28493150684931506,0.1726027397260274,365,Logistic Regression,0.5331985597775679,1,1,High,3331.985597775679
loc_0934,classroom,1,258.0,0.28493150684931506,0.16986301369863013,365,Logistic Regression,0.5331947581461821,1,1,High,3331.947581461821
loc_0035,office,1,497.0,0.28493150684931506,0.18356164383561643,365,Logistic Regression,0.5331882778206046,1,1,High,3331.882778206046
loc_0847,classroom,1,258.0,0.28493150684931506,0.2054794520547945,365,Logistic Regression,0.5331809877410182,1,1,High,3331.809877410182
loc_0921,office,1,493.0,0.28493150684931506,0.1506849315068493,365,Logistic Regression,0.533176809249822,1,1,High,3331.7680924982205
loc_0912,office,1,494.0,0.28493150684931506,0.20821917808219179,365,Logistic Regression,0.5331606095908373,1,1,High,3331.6060959083734
loc_0435,classroom,1,254.0,0.28493150684931506,0.2191780821917808,365,Logistic Regression,0.5331515115637175,1,1,High,3331.5151156371758
loc_0538,office,1,493.0,0.28493150684931506,0.21643835616438356,365,Logistic Regression,0.5331513868022437,1,1,High,3331.5138680224372
loc_0950,office,1,494.0,0.28493150684931506,0.23835616438356164,365,Logistic Regression,0.5331489576067774,1,1,High,3331.4895760677737
loc_0463,office,1,492.0,0.28493150684931506,0.21643835616438356,365,Logistic Regression,0.5331453418141635,1,1,High,3331.4534181416348
loc_0129,classroom,1,248.0,0.28493150684931506,0.17534246575342466,365,Logistic Regression,0.5331321899711527,1,1,High,3331.3218997115273
loc_0365,office,1,488.0,0.28493150684931506,0.1917808219178082,365,Logistic Regression,0.5331306952792946,1,1,High,3331.3069527929456
loc_0436,classroom,1,249.0,0.28493150684931506,0.2136986301369863,365,Logistic Regression,0.5331234050878698,1,1,High,3331.2340508786983
loc_0594,classroom,1,246.0,0.28493150684931506,0.2219178082191781,365,Logistic Regression,0.5331020921022878,1,1,High,3331.0209210228777
loc_0796,office,1,478.0,0.28493150684931506,0.1643835616438356,365,Logistic Regression,0.5330808375640995,1,1,High,3330.808375640995
loc_0730,office,1,479.0,0.28493150684931506,0.18356164383561643,365,Logistic Regression,0.5330794676156888,1,1,High,3330.7946761568883
loc_0296,classroom,1,242.0,0.28493150684931506,0.23013698630136986,365,Logistic Regression,0.5330747338942373,1,1,High,3330.747338942373
loc_0457,office,1,476.0,0.28493150684931506,0.17534246575342466,365,Logistic Regression,0.5330645101667922,1,1,High,3330.645101667922
loc_0206,office,1,476.0,0.28493150684931506,0.23013698630136986,365,Logistic Regression,0.5330433241728065,1,1,High,3330.4332417280657
loc_0077,classroom,1,234.0,0.28493150684931506,0.19726027397260273,365,Logistic Regression,0.5330390843994899,1,1,High,3330.390843994899
loc_0225,classroom,1,233.0,0.28493150684931506,0.19452054794520549,365,Logistic Regression,0.533034098536317,1,1,High,3330.34098536317
loc_0242,office,1,473.0,0.28493150684931506,0.21095890410958903,365,Logistic Regression,0.5330326038054843,1,1,High,3330.3260380548436
loc_0657,office,1,471.0,0.28493150684931506,0.18904109589041096,365,Logistic Regression,0.5330289879010116,1,1,High,3330.2898790101162
loc_0782,office,1,472.0,0.28493150684931506,0.21095890410958903,365,Logistic Regression,0.5330265586264906,1,1,High,3330.2655862649062
loc_0965,classroom,1,232.0,0.28493150684931506,0.2054794520547945,365,Logistic Regression,0.5330238161294465,1,1,High,3330.2381612944646
loc_0204,office,1,472.0,0.28493150684931506,0.2219178082191781,365,Logistic Regression,0.5330223213945351,1,1,High,3330.223213945351
loc_0819,classroom,1,233.0,0.28493150684931506,0.2328767123287671,365,Logistic Regression,0.533019268233302,1,1,High,3330.1926823330205
loc_0909,classroom,1,231.0,0.28493150684931506,0.23013698630136986,365,Logistic Regression,0.5330082371355304,1,1,High,3330.0823713553036
loc_0812,office,1,463.0,0.28493150684931506,0.1643835616438356,365,Logistic Regression,0.5329901600218686,1,1,High,3329.9016002186863
loc_0802,office,1,460.0,0.28493150684931506,0.2054794520547945,365,Logistic Regression,0.5329561343775769,1,1,High,3329.5613437757693
loc_0878,classroom,1,219.0,0.28493150684931506,0.20821917808219179,365,Logistic Regression,0.5329441685331723,1,1,High,3329.4416853317225
loc_0189,classroom,1,213.0,0.28493150684931506,0.19726027397260273,365,Logistic Regression,0.5329121338244003,1,1,High,3329.121338244003
loc_0136,office,1,452.0,0.28493150684931506,0.19452054794520549,365,Logistic Regression,0.5329120090549997,1,1,High,3329.1200905499973
loc_0756,office,1,450.0,0.28493150684931506,0.1726027397260274,365,Logistic Regression,0.532908393035006,1,1,High,3329.0839303500607
loc_0354,classroom,1,210.0,0.28493150684931506,0.1917808219178082,365,Logistic Regression,0.5328961163682305,1,1,High,3328.9611636823056
loc_0150,classroom,1,208.0,0.28493150684931506,0.1780821917808219,365,Logistic Regression,0.5328893222967044,1,1,High,3328.8932229670436
